codigo_completo,codigo_departamento,codigo_municipio,nombre_departamento,nombre_municipio
52693,52,693,Nariño,San Pablo
52694,52,694,Nariño,San Pedro de Cartago
52696,52,696,Nariño,Santa Barbara
52699,52,699,Nariño,Santa Cruz
52720,52,720,Nariño,Sapuyes
52786,52,786,Nariño,Taminango
52788,52,788,Nariño,Tangua
52835,52,835,Nariño,Tumaco
52838,52,838,Nariño,Tuquerres
52885,52,885,Nariño,Yacuanquer
54001,54,001,Norte de Santander,Cúcuta
54003,54,003,Norte de Santander,Abrego
54051,54,051,Norte de Santander,Arboledas
54099,54,099,Norte de Santander,Bochalema
54109,54,109,Norte de Santander,Bucarasica
54125,54,125,Norte de Santander,Cácota
54128,54,128,Norte de Santander,Cachirá
54172,54,172,Norte de Santander,Chinácota
54174,54,174,Norte de Santander,Chitagá
54206,54,206,Norte de Santander,Convención
54223,54,223,Norte de Santander,Cucutilla
54239,54,239,Norte de Santander,Durania
54245,54,245,Norte de Santander,El Carmen
54250,54,250,Norte de Santander,El Tarra
54261,54,261,Norte de Santander,El Zulia
54313,54,313,Norte de Santander,Gramalote
54344,54,344,Norte de Santander,Hacarí
54347,54,347,Norte de Santander,Herrán
54377,54,377,Norte de Santander,Labateca
54385,54,385,Norte de Santander,La Esperanza
54398,54,398,Norte de Santander,La Playa
54405,54,405,Norte de Santander,Los Patios
54418,54,418,Norte de Santander,Lourdes
54480,54,480,Norte de Santander,Mutiscua
54498,54,498,Norte de Santander,Ocaña
54518,54,518,Norte de Santander,Pamplona
54520,54,520,Norte de Santander,Pamplonita
54553,54,553,Norte de Santander,Puerto Santander
54599,54,599,Norte de Santander,Ragonvalia
54660,54,660,Norte de Santander,Salazar
54670,54,670,Norte de Santander,San Calixto
54673,54,673,Norte de Santander,San Cayetano
54680,54,680,Norte de Santander,Santiago
54720,54,720,Norte de Santander,Sardinata
54743,54,743,Norte de Santander,Silos
54800,54,800,Norte de Santander,Teorama
54810,54,810,Norte de Santander,Tibú
54820,54,820,Norte de Santander,Toledo
54871,54,871,Norte de Santander,Villa Caro
54874,54,874,Norte de Santander,Villa del Rosario
63001,63,001,Quindío,Armenia
63111,63,111,Quindío,Buenavista
63130,63,130,Quindío,Calarca
63190,63,190,Quindío,Circasia
63212,63,212,Quindío,Cordoba
63272,63,272,Quindío,Filandia
63302,63,302,Quindío,Genova
63401,63,401,Quindío,La Tebaida
63470,63,470,Quindío,Montenegro
63548,63,548,Quindío,Pijao
63594,63,594,Quindío,Quimbaya
63690,63,690,Quindío,Salento
66001,66,001,Risaralda,Pereira
66045,66,045,Risaralda,Apía
66075,66,075,Risaralda,Balboa
66088,66,088,Risaralda,Belén de Umbría
66170,66,170,Risaralda,Dosquebradas
66318,66,318,Risaralda,Guática
66383,66,383,Risaralda,La Celia
66400,66,400,Risaralda,La Virginia
66440,66,440,Risaralda,Marsella
66456,66,456,Risaralda,Mistrató
66572,66,572,Risaralda,Pueblo Rico
66594,66,594,Risaralda,Quinchia
66682,66,682,Risaralda,Santa Rosa de Cabal
66687,66,687,Risaralda,Santuario
68001,68,001,Santander,Bucaramanga
68013,68,013,Santander,Aguada
68020,68,020,Santander,Albania
68051,68,051,Santander,Aratoca
68077,68,077,Santander,Barbosa
68079,68,079,Santander,Barichara
68081,68,081,Santander,Barrancabermeja
68092,68,092,Santander,Betulia
68101,68,101,Santander,Bolívar
68121,68,121,Santander,Cabrera
68132,68,132,Santander,California
68147,68,147,Santander,Capitanejo
68152,68,152,Santander,Carcasí
68160,68,160,Santander,Cepitá
68162,68,162,Santander,Cerrito
68167,68,167,Santander,Charalá
68169,68,169,Santander,Charta
68176,68,176,Santander,Chima
68179,68,179,Santander,Chipatá
68190,68,190,Santander,Cimitarra
68207,68,207,Santander,Concepción
68209,68,209,Santander,Confines
68211,68,211,Santander,Contratación
68217,68,217,Santander,Coromoro
68229,68,229,Santander,Curití
68235,68,235,Santander,El Carmen de Chucurí
68245,68,245,Santander,El Guacamayo
68250,68,250,Santander,El Peñón
68255,68,255,Santander,El Playón
68264,68,264,Santander,Encino
68266,68,266,Santander,Enciso
68271,68,271,Santander,Florián
68276,68,276,Santander,Floridablanca
68296,68,296,Santander,Galán
68298,68,298,Santander,Gambita
68307,68,307,Santander,Girón
68318,68,318,Santander,Guaca
68320,68,320,Santander,Guadalupe
68322,68,322,Santander,Guapotá
68324,68,324,Santander,Guavatá
68327,68,327,Santander,Guepsa
68344,68,344,Santander,Hato
68368,68,368,Santander,Jesús María
68370,68,370,Santander,Jordán
68377,68,377,Santander,La Belleza
68385,68,385,Santander,Landázuri
68397,68,397,Santander,La Paz
68406,68,406,Santander,Lebríja
68418,68,418,Santander,Los Santos
68425,68,425,Santander,Macaravita
68432,68,432,Santander,Málaga
68444,68,444,Santander,Matanza
68464,68,464,Santander,Mogotes
68468,68,468,Santander,Molagavita
68498,68,498,Santander,Ocamonte
68500,68,500,Santander,Oiba
68502,68,502,Santander,Onzaga
68522,68,522,Santander,Palmar
68524,68,524,Santander,Palmas del Socorro
68533,68,533,Santander,Páramo
68547,68,547,Santander,Piedecuesta
68549,68,549,Santander,Pinchote
68572,68,572,Santander,Puente Nacional
68573,68,573,Santander,Puerto Parra
68575,68,575,Santander,Puerto Wilches
68615,68,615,Santander,Rionegro
68655,68,655,Santander,Sabana de Torres
68669,68,669,Santander,San Andrés
68673,68,673,Santander,San Benito
68679,68,679,Santander,San Gil
68682,68,682,Santander,San Joaquín
68684,68,684,Santander,San José de Miranda
68686,68,686,Santander,San Miguel
68689,68,689,Santander,San Vicente de Chucurí
68705,68,705,Santander,Santa Bárbara
68720,68,720,Santander,Santa Helena del Opón
68745,68,745,Santander,Simacota
68755,68,755,Santander,Socorro
68770,68,770,Santander,Suaita
68773,68,773,Santander,Sucre
68780,68,780,Santander,Surata
68820,68,820,Santander,Tona
68855,68,855,Santander,Valle de San José
68861,68,861,Santander,Vélez
68867,68,867,Santander,Vetas
68872,68,872,Santander,Villanueva
68895,68,895,Santander,Zapatoca
70001,70,001,Sucre,Sincelejo
70110,70,110,Sucre,Buenavista
70124,70,124,Sucre,Caimito
70204,70,204,Sucre,Coloso
70215,70,215,Sucre,Corozal
70221,70,221,Sucre,Coveñas
70230,70,230,Sucre,Chalán
70233,70,233,Sucre,El Roble
70235,70,235,Sucre,Galeras
70265,70,265,Sucre,Guaranda
70400,70,400,Sucre,La Unión
70418,70,418,Sucre,Los Palmitos
70429,70,429,Sucre,Majagual
70473,70,473,Sucre,Morroa
70508,70,508,Sucre,Ovejas
70523,70,523,Sucre,Palmito
70670,70,670,Sucre,Sampués
70678,70,678,Sucre,San Benito Abad
70702,70,702,Sucre,San Juan Betulia
70708,70,708,Sucre,San Marcos
70713,70,713,Sucre,San Onofre
70717,70,717,Sucre,San Pedro
70742,70,742,Sucre,Sincé
70771,70,771,Sucre,Sucre
70820,70,820,Sucre,Santiago de Tolú
70823,70,823,Sucre,Tolú Viejo
73001,73,001,Tolima,Ue Ibague
73024,73,024,Tolima,Alpujarra
73026,73,026,Tolima,Alvarado
73030,73,030,Tolima,Ambalema
73043,73,043,Tolima,Anzoátegui
73055,73,055,Tolima,Armero
73067,73,067,Tolima,Ataco
73124,73,124,Tolima,Cajamarca
73148,73,148,Tolima,Carmen de Apicalá
73152,73,152,Tolima,Casabianca
73168,73,168,Tolima,Chaparral
73200,73,200,Tolima,Coello
73217,73,217,Tolima,Coyaima
73226,73,226,Tolima,Cunday
73236,73,236,Tolima,Dolores
73268,73,268,Tolima,Espinal
73270,73,270,Tolima,Falan
73275,73,275,Tolima,Flandes
73283,73,283,Tolima,Fresno
73319,73,319,Tolima,Guamo
73347,73,347,Tolima,Herveo
73349,73,349,Tolima,Honda
73352,73,352,Tolima,Icononzo
73408,73,408,Tolima,Lerida
73411,73,411,Tolima,Libano
73443,73,443,Tolima,Mariquita
73449,73,449,Tolima,Melgar
73461,73,461,Tolima,Murillo
73483,73,483,Tolima,Natagaima
73504,73,504,Tolima,Ortega
73520,73,520,Tolima,Palocabildo
73547,73,547,Tolima,Piedras
73555,73,555,Tolima,Planadas
73563,73,563,Tolima,Prado
73585,73,585,Tolima,Purificación
73616,73,616,Tolima,Rioblanco
73622,73,622,Tolima,Roncesvalles
73624,73,624,Tolima,Rovira
73671,73,671,Tolima,Saldaña
73675,73,675,Tolima,San Antonio
73678,73,678,Tolima,San Luis
73686,73,686,Tolima,Santa Isabel
73770,73,770,Tolima,Suárez
73854,73,854,Tolima,Valle de San Juan
73861,73,861,Tolima,Venadillo
73870,73,870,Tolima,Villahermosa
73873,73,873,Tolima,Villarrica
76001,76,001,Valle del Cauca,Cali
76020,76,020,Valle del Cauca,La Alcala
76036,76,036,Valle del Cauca,Andalucía
76041,76,041,Valle del Cauca,Ansermanuevo
76054,76,054,Valle del Cauca,Argelia
76100,76,100,Valle del Cauca,Bolívar
76109,76,109,Valle del Cauca,Buenaventura
76111,76,111,Valle del Cauca,Buga
76113,76,113,Valle del Cauca,Bugalagrande
76122,76,122,Valle del Cauca,Caicedonia
76126,76,126,Valle del Cauca,Calima
76130,76,130,Valle del Cauca,Candelaria
76147,76,147,Valle del Cauca,Cartago
76233,76,233,Valle del Cauca,Dagua
76243,76,243,Valle del Cauca,El Águila
76246,76,246,Valle del Cauca,El Cairo
76248,76,248,Valle del Cauca,El Cerrito
76250,76,250,Valle del Cauca,El Dovio
76275,76,275,Valle del Cauca,Florida
76306,76,306,Valle del Cauca,Ginebra
76318,76,318,Valle del Cauca,Guacarí
76364,76,364,Valle del Cauca,Jamundí
76377,76,377,Valle del Cauca,La Cumbre
76400,76,400,Valle del Cauca,La Unión
76403,76,403,Valle del Cauca,La Victoria
76497,76,497,Valle del Cauca,Obando
76520,76,520,Valle del Cauca,Palmira
76563,76,563,Valle del Cauca,Pradera
76606,76,606,Valle del Cauca,Restrepo
76616,76,616,Valle del Cauca,Riofrio
76622,76,622,Valle del Cauca,Roldanillo
76670,76,670,Valle del Cauca,San Pedro
76736,76,736,Valle del Cauca,Sevilla
76823,76,823,Valle del Cauca,Toro
76828,76,828,Valle del Cauca,Trujillo
76834,76,834,Valle del Cauca,Tuluá
76845,76,845,Valle del Cauca,Ulloa
76863,76,863,Valle del Cauca,Versalles
76869,76,869,Valle del Cauca,Vijes
76890,76,890,Valle del Cauca,Yotoco
76892,76,892,Valle del Cauca,Yumbo
76895,76,895,Valle del Cauca,Zarzal
81001,81,001,Arauca,Arauca
81065,81,065,Arauca,Arauquita
81220,81,220,Arauca,Cravo Norte
81300,81,300,Arauca,Fortul
81591,81,591,Arauca,Puerto Rondón
81736,81,736,Arauca,Saravena
81794,81,794,Arauca,Tame
85001,85,001,Casanare,Yopal
85010,85,010,Casanare,Aguazul
85015,85,015,Casanare,Chameza
85125,85,125,Casanare,Hato Corozal
85136,85,136,Casanare,La Salina
85139,85,139,Casanare,Maní
85162,85,162,Casanare,Monterrey
85225,85,225,Casanare,Nunchía
85230,85,230,Casanare,Orocué
85250,85,250,Casanare,Paz de Ariporo
85263,85,263,Casanare,Pore
85279,85,279,Casanare,Recetor
85300,85,300,Casanare,Sabanalarga
85315,85,315,Casanare,Sácama
85325,85,325,Casanare,San Luis de Palenque
85400,85,400,Casanare,Támara
85410,85,410,Casanare,Tauramena
85430,85,430,Casanare,Trinidad
85440,85,440,Casanare,Villanueva
86001,86,001,Putumayo,Mocoa
86219,86,219,Putumayo,Colón
86320,86,320,Putumayo,Orito
86568,86,568,Putumayo,Puerto Asis
86569,86,569,Putumayo,Puerto Caicedo
86571,86,571,Putumayo,Puerto Guzman
86573,86,573,Putumayo,Puerto Leguizamo
86749,86,749,Putumayo,Sibundoy
86755,86,755,Putumayo,San Francisco
86757,86,757,Putumayo,San Miguel
86760,86,760,Putumayo,Santiago
86865,86,865,Putumayo,Valle del Guamuez
86885,86,885,Putumayo,Villa Garzon
88001,88,001,"Archipiélago de San Andrés, Providencia y Santa Catalina",San Andres
88564,88,564,"Archipiélago de San Andrés, Providencia y Santa Catalina",Providencia y Santa Catalina
91001,91,001,Amazonas,Leticia
91263,91,263,Amazonas,El Encanto
91405,91,405,Amazonas,La Chorrera
91407,91,407,Amazonas,La Pedrera
91430,91,430,Amazonas,La Victoria
91460,91,460,Amazonas,Paraná
91530,91,530,Amazonas,Puerto Alegria
91536,91,536,Amazonas,Puerto Arica
91540,91,540,Amazonas,Puerto Nariño
91669,91,669,Amazonas,Puerto Santander
91798,91,798,Amazonas,Tarapacá
94001,94,001,Guainía,Inírida
94343,94,343,Guainía,Barranco Mina
94663,94,663,Guainía,Mapiripan
94883,94,883,Guainía,San Felipe
94884,94,884,Guainía,Puerto Colombia
94885,94,885,Guainía,La Guadalupe
94886,94,886,Guainía,Cacahual
94887,94,887,Guainía,Pana Pana
94888,94,888,Guainía,Morichal
95001,95,001,Guaviare,San José del Guaviare
95015,95,015,Guaviare,Calamar
95025,95,025,Guaviare,El Retorno
95200,95,200,Guaviare,Miraflores
97001,97,001,Vaupés,Mitú
97161,97,161,Vaupés,Caruru
97511,97,511,Vaupés,Pacoa
97666,97,666,Vaupés,Taraira
97777,97,777,Vaupés,Papunahua
97889,97,889,Vaupés,Yavaraté
99001,99,001,Vichada,Puerto Carreño
99524,99,524,Vichada,La Primavera
99624,99,624,Vichada,Santa Rosalía
99773,99,773,Vichada,Cumaribo
